хлѣбца	ru
милость	ru
будетъ	ru
мяса	ru
оканчивалъ	ru
бесѣду	ru
ней	ru
ступай	ru
богомъ	ru
жъ	ru
стоишь	ru
вѣдь	ru
я	ru
бью	ru
душеспасительный	ru
обычай	ru
иваныча	ru
очередь	ru
напоминаетъ	ru
недавно	ru
слышанный	ru
случай	ru
человѣкъ	ru
представилъ	ru
одному	ru
сильному	ru
влiятльному	ru
лицу	ru
трудъ	ru
развивающiй	ru
какую–то	ru
мысль	ru
льняной	ru
или	ru
какой–то	ru
отрасли	ru
промышленности	ru
прося	ru
милостиваго	ru
просвѣщеннаго	ru
благосклоннаго	ru
содѣйствiя	ru
влiятельное	ru
лицо	ru
получивъ	ru
приказало	ru
своему	ru
секретарю	ru
дескать	ru
благодарятъ	ru
сообщенiе	ru
столь	ru
полезному	ru
предмету	ru
т	ru
е	ru
послушаемте	ru
немножко	ru
погодина	ru
прiтно	ru
лестно	ru
слушать	ru
смотря	ru
головоломныя	ru
сочиненiя	ru
германiи	ru
пишетъ	ru
воротясь	ru
домой	ru
полу–суточныхъ	ru
наблюденiй	ru
несмотря	ru
генiальные	ru
практическi	ru
соображенiя	ru
англiи	ru
пролитую	ru
кровь	ru
францiи	ru
добрались	ru
настоящаго	ru
равенства	ru
теперь	ru
французы	ru
нѣмцы	ru
полѣзутъ	ru
стѣну	ru
de	zh-CN
von	de
англiйскiй	ru
лордъ	ru
причисляетъ	ru
простолюдина	ru
особой	ru
породѣ	ru
слѣдовательно	ru
исторiи	ru
зависти	ru
злобы	ru
ненависти	ru
сословiями	ru
также	ru
сословной	ru
гордости	ru
мнѣ	ru
почетно	ru
признать	ru
свое	ru
крестьянское	ru
происхожденiе	ru
сколько	ru
разсiяющему	ru
князю	ru
трудно	ru
обходиться	ru
со	ru
мною	ru
попрiятельски	ru
панибрата	ru
подчасъ	ru
подождать	ru
меня	ru
прiемной	ru
комнатѣ	ru
почитайте–ка	ru
герцогу	ru
кумберландскому	ru
долженъ	ru
былъ	ru
кланяться	ru
поясъ	ru
гиббовъ	ru
слышите	ru
кто	ru
гюббонъ	ru
генiальный	ru
гёте	ru
кичился	ru
званiемъ	ru
тайнаго	ru
совѣтника	ru
великаго	ru
герцогства	ru
веймарскаго	ru
самомъ	ru
воображаемъ	ru
господа	ru
гиббонъ	ru
герцогъ	ru
кумберландскiй	ru
сiю	ru
минуту	ru
воскресли	ru
прiѣхали	ru
москву	ru
стыдно	ru
особенно	ru
кто–нибудь	ru
подсунулъ	ru
83	ru
московск	ru
прочли	ru
протестъ	ru
князя	ru
юрiя	ru
оболенскаго	ru
изливающаго	ru
благородное	ru
негодованiе	ru
негоднаго	ru
грязнаго	ru
клеветника	ru
рѣшился	ru
распустить	ru
гнусную	ru
безсмысленную	ru
молву	ru
будтобы	ru
князь	ru
объявленiя	ru
манифеста	ru
освобожденiи	ru
крестьянъ	ru
ужиномъ	ru
трактирѣ	ru
самарина	ru
неистово	ru
плясалъ	ru
обнимался	ru
половыми	ru
отказывался	ru
сословiя	ru
которому	ru
принадлежитъ	ru
рожденiю	ru
хорошо	ru
прослушать	ru
разсказъ	ru
очевидца	ru
сценѣ	ru
происходившей	ru
московскихъ	ru
самый	ru
короткiй	ru
однажды	ru
распахнулись	ru
двери	ru
школы	ru
вошли	ru
надѣлавъ	ru
полчаса	ru
шуму	ru
три	ru
барыни	ru
ними	ru
лакея	ru
ливреяхъ	ru
стая	ru
мосекъ	ru
пр	ru
постоявъ	ru
минутъ	ru
одна	ru
дамъ	ru
безцеремонно	ru
прервавъ	ru
преподаванiе	ru
учителя	ru
обратилась	ru
нему	ru
дѣвушки	ru
простыя	ru
онѣ	ru
дворянки	ru
отвѣтилъ	ru
преподаватель	ru
зачѣмъ	ru
дамы	ru
ушли	ru
замѣтно	ru
недовольныя	ru
такой	ru
безнравственностью	ru
од	ru
в	ru
26	ru
стыдней	ru
тайному	ru
совѣтнику	ru
нашими	ru
тайными	ru
совѣтниками	ru
увидѣлъ	ru
готовностью	ru
подаютъ	ru
многимъ	ru
статскимъ	ru
совѣтникамъ	ru
всю	ru
руку	ru
указательный	ru
перстъ	ru
оной	ru
статскiе	ru
совѣтники	ru
безпрепятственно	ru
позволяютъ	ru
прикасаться	ru
таковому	ru
персту	ru
надворнымъ	ru
нѣкоторые	ru
титулярнымъ	ru
догадался	ru
говоримъ	ru
серьёзно	ru
надѣемся	ru
припишетъ	ru
такого	ru
неразумiя	ru
чтобъ	ru
поняли	ru
сущности	ru
мысли	ru
разницы	ru
исторически	ru
вѣками	ru
образовавшимися	ru
рѣзко	ru
невозвратно	ru
разъединившимися	ru
западныхъ	ru
государствъ	ru
нашимъ	ru
искуственнымъ	ru
подобiемъ	ru
сословiй	ru
живучестью	ru
нѣмецкихъ	ru
ранговъ	ru
сочиненной	ru
табели	ru
рангахъ	ru
англiйскимъ	ru
лордомъ	ru
званiе	ru
котораго	ru
ничто	ru
равносильно	ru
замѣнить	ru
русскимъ	ru
вельможей	ru
постепеннаго	ru
восхожденiя	ru
рангамъ	ru
этимъ	ru
замкнутымъ	ru
кругомъ	ru
англiйскихъ	ru
лордовъ	ru
высшимъ	ru
сословiемъ	ru
открытымъ	ru
приливовъ	ru
отливовъ	ru
понимаемъ	ru
слѣдуетъ	ru
имѣемъ	ru
право	ru
конфузясь	ru
краснѣя	ru
тревожить	ru
прахъ	ru
упрекомъ	ru
чинолюбiи	ru
тащить	ru
историческiй	ru
судъ	ru
герцога	ru
кумберландскаго	ru
сословную	ru
гордость	ru
имѣютъ	ru
нибудь	ru
недостатокъ	ru
наслѣдственный	ru
перенятый	ru
сосѣда	ru
значитъ	ru
перваго	ru
надѣяться	ru
скорѣй	ru
избавиться	ru
пусть	ru
принимаетъ	ru
цѣлительныя	ru
мѣры	ru
питаетъ	ru
прекрасную	ru
надежду	ru
мудрому	ru
подобаетъ	ru
поддерживать	ru
восхволять	ru
небесъ	ru
красоту	ru
временнымъ	ru
довольно	ru
сильно	ru
бьющимъ	ru
глаза	ru
изъянцемъ	ru
западѣ	ru
вѣка	ru
прорыли	ru
глубокiе	ru
непереходимые	ru
рвы	ru
разъединенность	ru
взаимныя	ru
отношенiя	ru
носятъ	ru
характеръ	ru
трагическiй	ru
сословныхъ	ru
отношенiяхъ	ru
трагическаго	ru
наша	ru
сословная	ru
часто	ru
переходитъ	ru
чванство	ru
однако	ru
продолжаетъ	ru
считать	ru
гордостью	ru
вопервыхъ	ru
нашъ	ru
высшiй	ru
кругъ	ru
войдти	ru
всякiй	ru
достаточныхъ	ru
матерiальныхъ	ru
средствахъ	ru
усвоитъ	ru
прiемы	ru
нравы	ru
понятiя	ru
касается	ru
среднихъ	ru
круговъ	ru
пойдетъ	ru
пѣтушья	ru
главное	ru
стремленiе	ru
забираться	ru
повыше	ru
собственнаго	ru
званiя	ru
состоянiя	ru
суворинъ	ru
нѣкотораго	ru
мѣтко	ru
пускающiй	ru
свои	ru
словесныя	ru
стрѣлы	ru
воронежскихъ	ru
обывателей	ru
купецъ	ru
к	ru
дѣлалъ	ru
обѣдъ	ru
своихъ	ru
именинъ	ru
обѣдѣ	ru
купцы	ru
чиновника	ru
низшаго	ru
полета	ru
разсуждаетъ	ru
неприлично	ru
сидѣть	ru
господамъ–чиновникамъ	ru
однимъ	ru
столомъ	ru
купцами	ru
потому	ru
велѣлъ	ru
накрыть	ru
двухъ	ru
гостей	ru
столъ	ru
кабинетѣ	ru
своемъ	ru
молъ	ru
кого	ru
обидно	ru
обидятся	ru
наплевать	ru
радъ	ru
покрайности	ru
головы	ru
выберутъ	ru
сдѣлано	ru
нашолся	ru
смѣшной	ru
подсмѣялся	ru
надъ	ru
составляло	ru
никакой	ru
важности	ru
разсужденiе	ru
такомъ	ru
серьёзномъ	ru
предметѣ	ru
какомъ	ru
добрый	ru
недобрый	ru
часъ	ru
пришлось	ru
завести	ru
рѣчь	ru
та	ru
бѣда	ru
исключенiе	ru
тысячи	ru
сони	ru
тысячъ	ru
дѣтства	ru
прониклись	ru
убѣжденiемъ	ru
господамъ	ru
чиновникамъ	ru
сами	ru
знаютъ	ru
чиновникъ	ru
братъ	ru
безсмыслица	ru
болѣзнь	ru
требующая	ru
излеченiя	ru
скоро	ru
совершится	ru
излеченiе	ru
убѣдить	ru
господъ	ru
обращаемся	ru
наконецъ	ru
вопросамъ	ru
прежде	ru
всего	ru
останавливаемся	ru
поднятомъ	ru
недавнее	ru
прдводителямъ	ru
выборнымъ	ru
лицамъ	ru
спорѣ	ru
этому	ru
вопросу	ru
рельефно	ru
выдвигается	ru
личность	ru
герсеванова	ru
отстаиваетъ	ru
дворянскую	ru
вѣрнѣе	ru
дворянскiй	ru
гоноръ	ru
принявшiй	ru
разъ	ru
форму	ru
утверждаетъ	ru
давать	ru
жалованья	ru
убѣжденiя	ru
честны	ru
сердиться	ru
корить	ru
врядъ	ru
достанетъ	ru
духу	ru
странно	ru
честностью	ru
убѣжденiй	ru
совмѣщается	ru
какая–то	ru
непреклонная	ru
исключительность	ru
какое–то	ru
упорное	ru
поклоненiе	ru
идѣе	ru
взятой	ru
догмату	ru
подтвержденiя	ru
встрѣчается	ru
необходимость	ru
обращаться	ru
примѣрамъ	ru
древности	ru
изволите	ru
видѣть	ru
первыя	ru
грецiи	ru
рима	ru
воиновъ	ru
вознаграждали	ru
деньгами	ru
жалованьемъ	ru
дубовыми	ru
вѣнками	ru
смѣшно	ru
подтвержающаго	ru
примѣра	ru
мелькнуть	ru
воображенiи	ru
фигура	ru
уѣзднаго	ru
предводителя	ru
вѣнкомъ	ru
головѣ	ru
примѣняясь	ru
современнымъ	ru
нравамъ	ru
букетомъ	ru
рукѣ	ru
поднесеннымъ	ru
благодарными	ru
согражданами	ru
безкорыстное	ru
служенiе	ru
интересамъ	ru
шутка	ru
дальше	ru
серьёзное	ru
слово	ru
посмотрите	ru
тирадѣ	ru
упорная	ru
привести	ru
честными	ru
убѣжденiями	ru
мѣшаетъ	ru
тому	ru
кому	ru
нужно	ru
жалованье	ru
искать	ru
мѣста	ru
строгаго	ru
есть	ru
годовые	ru
оклады	ru
столовые	ru
деньги	ru
порцiоны	ru
рацiоны	ru
подъемныя	ru
наградныя	ru
прогоны	ru
выгоды	ru
грѣшные	ru
безгрѣшные	ru
доходы	ru
совѣсть	ru
зазритъ	ru
взятки	ru
подъ	ru
всѣми	ru
возможными	ru
видами	ru
32	ru
такое	ru
скажите	ru
которыя	ru
разуму	ru
совѣсти	ru
поясните	ru
должность	ru
требуетъ	ru
прочiя	ru
предсѣдатели	ru
гражданской	ru
уголовной	ru
палаты	ru
желали	ru
замкнуться	ru
вашей	ru
чистой	ru
средѣ	ru
предоставляя	ru
остальному	ru
служащему	ru
купаться	ru
грязномъ	ru
болотѣ	ru
грѣшныхъ	ru
безгрѣшныхъ	ru
доходовъ	ru
хладнокровно	ru
признаете	ru
существованiе	ru
болота	ru
посылаете	ru
желающихъ	ru
получать	ru
разсчитывая	ru
принимать	ru
какое	ru
участiе	ru
разчисткѣ	ru
понять	ru
будто	ru
назвалъ	ru
ваше	ru
безкорыстiе	ru
предразсудкомъ	ru
названо	ru
вашъ	ru
неподвижный	ru
догматъ	ru
силу	ru
раздѣляете	ru
должности	ru
требующiя	ru
нетребующiя	ru
почетныя	ru
непочетныя	ru
богаты	ru
проникнуты	ru
вашимъ	ru
гоноромъ	ru
отказаться	ru
назначаемаго	ru
обществомъ	ru
бѣдный	ru
дворянинъ–землевладѣлецъ	ru
усердiемъ	ru
любовью	ru
воздѣлывающiй	ru
небольшой	ru
клочекъ	ru
могущiй	ru
оставить	ru
безотлучнаго	ru
присутствованiя	ru
губернскомъ	ru
учрежденiи	ru
землевадѣлецъ	ru
оказаться	ru
достойнѣйшимъ	ru
членами	ru
общества	ru
занятiя	ru
разумномъ	ru
сталъ	ru
стыдиться	ru
принять	ru
матерiальное	ru
вознагражденiе	ru
отниметъ	ru
своего	ru
воздѣлываемаго	ru
клочка	ru
службы	ru
обществу	ru
найдите	ru
стыду	ru
разумное	ru
исключительно–дворянское	ru
общечеловѣческое	ru
основанiе	ru
будете	ru
правы	ru
противномъ	ru
случаѣ	ru
ложный	ru
стыдъ	ru
предразсудокъ	ru
настоящiй	ru
видѣли	ru
ограничивается	ru
одними	ru
предводителями	ru
распространяется	ru
выборныхъ	ru
тѣхъ	ru
получаютъ	ru
содержанiе	ru
недостаточное	ru
относительно	ru
идетъ	ru
увеличенiи	ru
недостаточнаго	ru
содержанiя	ru
очевидная	ru
потребность	ru
находитъ	ru
антагонистовъ	ru
надоѣли	ru
ссылками	ru
извѣстное	ru
крыловское	ru
двустишiе	ru
вору	ru
дай	ru
миллiонъ	ru
воровать	ru
оборотъ	ru
честнаго	ru
поставить	ru
имѣлъ	ru
наѣдаться	ru
досыта	ru
думаете	ru
почувствуетъ	ru
невольнаго	ru
влеченiя	ru
захватить	ru
кусокъ	ru
ближняго	ru
крыловъ	ru
говорилъ	ru
ворахъ	ru
привыкшихъ	ru
ремеслу	ru
воровства	ru
хлопочутъ	ru
предупрежденiи	ru
паденiя	ru
честныхъ	ru
людей	ru
средставхъ	ru
побудить	ru
идти	ru
заклейменныя	ru
нечистыми	ru
способами	ru
существованiя	ru
странная	ru
близорукость	ru
думаетъ	ru
мгновенно	ru
искоренить	ru
злоупотребленiя	ru
превратить	ru
взяточниковъ	ru
честнѣйшихъ	ru
безкорыстнѣйшихъ	ru
возможно	ru
говорятъ	ru
постепенной	ru
замѣнѣ	ru
людьми	ru
прямыхъ	ru
вѣрныхъ	ru
путяхъ	ru
перевоспитанiю	ru
общественныхъ	ru
дѣятелей	ru
люди	ru
привязались	ru
двустишiю	ru
идущему	ru
дѣлу	ru
спѣшимъ	ru
повторить	ru
высказанную	ru
началѣ	ru
оговорку	ru
никакъ	ru
беремъ	ru
всесторонняго	ru
разрѣшенiя	ru
нашихъ	ru
слишкомъ	ru
смѣло	ru
самонадѣянно	ru
несовмѣстимо	ru
характеромъ	ru
назначенiемъ	ru
настоящей	ru
статьи	ru
ограничиваемся	ru
указанiемъ	ru
читателямъ	ru
скрываемъ	ru
впечатлѣнiя	ru
учреждена	ru
новая	ru
судебныхъ	ru
слѣдователей	ru
какому	ru
разряду	ru
должностей	ru
причислить	ru
почетныхъ	ru
непочетныхъ	ru
требующихъ	ru
нетребующихъ	ru
положенiи	ru
выражено	ru
желанiе	ru
чтобы	ru
эту	ru
назначаемы	ru
преимущественно	ru
получившiе	ru
высшее	ru
образованiе	ru
придаетъ	ru
значительную	ru
почетность	ru
возбудило	ru
общее	ru
сочувствiе	ru
доказываютъ	ru
появившiеся	ru
мѣстъ	ru
протесты	ru
объясненiя	ru
назначенiи	ru
получившихъ	ru
присвоенъ	ru
годовой	ru
окладъ	ru
разъѣздныя	ru
канцелярскiя	ru
дѣленiю	ru
приналежитъ	ru
числу	ru
согласить	ru
маленькую	ru
несообразность	ru
московскiй	ru
прокуроръ	ru
собирались	ru
отъѣздомъ	ru
вновь	ru
назначенные	ru
московской	ru
судебные	ru
слѣдователи	ru
произнесъ	ru
наставительную	ru
изобразивъ	ru
горестное	ru
которомъ	ru
находилась	ru
сихъ	ru
поръ	ru
слѣдственная	ru
часть	ru
бывшая	ru
рукахъ	ru
наружной	ru
полицiи	ru
прдставилъ	ru
назначенiя	ru
выгодную	ru
независимость	ru
служебнаго	ru
положенiя	ru
указалъ	ru
судебнаго	ru
слѣдователя	ru
защищена	ru
всякаго	ru
произвола	ru
начальствующихъ	ru
вмѣстѣ	ru
достаточное	ru
назначенное	ru
слѣдователемъ	ru
даетъ	ru
требовать	ru
безкорыстнаго	ru
точнаго	ru
исполненiя	ru
обязанностей	ru
послѣднiя	ru
рѣшительно	ru
противорѣчатъ	ru
теорiи	ru
далѣе	ru
высказалъ	ru
прекрасный	ru
взглядъ	ru
предстоящiй	ru
подвигъ	ru
можемъ	ru
отказать	ru
удовольствiи	ru
спрашиваетъ	ru
наблюдать	ru
ходомъ	ru
новаго	ru
дѣла	ru
слѣдователяхъ	ru
охоту	ru
труду	ru
уваженiе	ru
закону	ru
удерживать	ru
гибельнаго	ru
равнодушiя	ru
правительства	ru
лично	ru
слѣдили	ru
нуждами	ru
составляли	ru
учрежденiя	ru
преобразовывали	ru
усмотрѣнiю	ru
подобныя	ru
преобразованiя	ru
большей	ru
часи	ru
неудачныя	ru
зависящiя	ru
личнаго	ru
настроенiя	ru
составителя	ru
безпрестанное	ru
измѣненiе	ru
сегодня	ru
издано	ru
вчера	ru
появленiе	ru
цѣлыхъ	ru
томовъ	ru
положенiй	ru
уставовъ	ru
сочиненныхъ	ru
глубокой	ru
тайнѣ	ru
безъ	ru
всякой	ru
необходимости	ru
возбуждало	ru
естественное	ru
недовѣрiе	ru
имѣть	ru
либо	ru
сужденiе	ru
обратила	ru
равнодешiе	ru
всякое	ru
узаконенiе	ru
почти	ru
изданiи	ru
обращается	ru
мертвую	ru
букву	ru
лишь	ru
недавняго	ru
начали	ru
путемъ	ru
вправѣ	ru
новому	ru
учрежденiю	ru
обвинять	ru
равнодушiи	ru
оно	ru
повѣрило	ru
придуманными	ru
формами	ru
поселются	ru
недостатки	ru
прежняго	ru
слѣдствiя	ru
общество	ru
оцѣнитъ	ru
новое	ru
учрежденiе	ru
положительную	ru
пользу	ru
успѣшный	ru
исходъ	ru
зависѣть	ru
отчего	ru
интересуетъ	ru
